111,1,0,14;
112,1,0,12;
113,1,0,12;
114,0,1,11;
115,0,0,11;
116,0,0,11;
117,0,0,11;
118,0,0,11;
119,0,0,11;
120,0,0,11;
121,1,0,12;
122,0,0,12;
123,0,0,12;
124,0,0,12;
125,0,0,12;
126,0,0,12;
127,0,0,12;
128,0,0,12;
129,0,0,12;
130,0,0,12;
131,0,0,11;
132,0,0,14;
133,0,0,13;
134,0,0,13;
135,0,0,13;
136,0,0,13;
137,0,0,13;
138,0,0,13;
139,0,0,13;
140,0,0,13;
141,0,0,12;
142,0,0,14;
143,0,0,14;
144,0,0,14;
145,0,0,14;
146,0,0,14;
147,0,0,14;
148,0,0,14;
149,0,0,14;
150,0,0,14;
151,0,0,15;
152,0,0,15;
153,0,0,15;
154,0,0,15;
155,0,0,15;
156,0,0,15;
157,0,0,15;
158,0,0,15;
159,0,0,15;
160,0,0,15;
161,0,0,16;
162,0,0,16;
163,0,0,16;
164,0,0,16;
165,0,0,16;
166,0,0,16;
167,0,0,16;
168,0,0,16;
169,0,0,16;
170,0,0,16;
171,0,0,25;
172,0,0,17;
173,0,0,17;
174,0,0,17;
175,0,0,17;
176,0,0,17;
177,0,0,17;
178,0,0,17;
179,0,0,17;
180,0,0,18;
181,0,0,18;
182,0,0,18;
183,0,0,18;
184,0,0,18;
185,0,0,18;
186,0,0,18;
187,0,0,18;
188,0,0,18;
189,0,0,18;
190,0,0,19;
191,0,0,19;
192,0,0,19;
193,0,0,19;
194,0,0,19;
195,0,0,19;
196,0,0,19;
197,0,0,19;
198,0,0,19;
199,0,0,19;
200,1,0,25;
201,0,0,20;
202,0,0,20;
203,0,0,20;
204,0,0,20;
205,0,0,20;
206,0,0,20;
207,0,0,20;
208,0,0,20;
209,0,0,20;
210,0,0,21;
211,0,0,21;
212,0,0,21;
213,0,0,21;
214,0,0,21;
215,0,0,21;
216,0,0,21;
217,0,0,21;
218,0,0,21;
219,0,0,21;
220,0,0,11;
221,0,0,22;
222,0,0,22;
223,0,0,22;
224,0,0,22;
225,0,0,22;
226,0,0,22;
227,0,0,22;
228,0,0,22;
229,0,0,22;
230,0,0,23;
231,0,0,23;
232,0,0,23;
233,0,0,23;
234,0,0,23;
235,0,0,23;
236,0,0,23;
237,0,0,23;
238,0,0,23;
239,0,0,23;
240,0,0,04;
241,0,1,24;
242,0,0,24;
243,0,0,24;
244,0,0,24;
245,0,0,24;
246,0,0,24;
247,0,0,24;
248,0,0,24;
249,0,0,24;
250,0,0,12;
251,0,0,25;
252,0,0,25;
253,0,0,26;
254,0,0,26;
255,0,0,26;
256,0,0,26;
257,0,0,26;
258,0,0,26;
259,0,0,26;
260,0,0,27;
261,0,0,27;
262,0,0,27;
263,0,0,27;
264,0,0,27;
265,0,0,27;
266,0,0,27;
267,0,0,27;
268,0,0,27;
269,0,0,27;
270,0,0,11;
271,0,0,11;
272,0,0,12;
273,0,0,24;
274,0,0,12;
275,0,0,13;
277,0,0,23;
278,0,0,23;
278,0,0,10;
